  150.00  150.00  150.00  150.00  150.00  150.00  150.00  150.00  149.98  149.93  149.77  149.35  148.54  147.27  145.39  143.23  141.51  140.46  139.64  138.38  136.24  132.96  128.39  122.83  117.05  111.50  106.20  101.74   98.56   95.72   92.79   89.83   86.79   83.16   77.98   70.04   58.77   45.79   35.13   30.39   30.87   33.66   35.62   34.71   40.16   42.42   43.87   40.65   40.54   42.28   48.12   48.61   47.10   45.50   42.90   41.91   40.40   38.65   36.90   35.12   32.23   28.38   26.33    0.00    0.00   33.09   37.42   41.63   42.50   44.11   46.31   48.31   50.33   52.70   54.99   56.60   57.30   57.35   57.10   56.81   56.46   55.80   54.67   53.17   51.64   50.24   48.94   47.85   46.43   44.44   42.47   41.50   42.19   44.28   46.69   48.86   50.81   52.33   53.28   53.71   53.70   53.43   53.02   52.71   52.71
  150.00  150.00  150.00  150.00  150.00  150.00  150.00  149.99  149.95  149.86  149.58  148.90  147.68  145.98  143.81  141.69  140.25  139.47  138.73  137.51  135.67  133.02  129.28  124.41  118.80  112.94  107.20  102.34   98.52   94.87   90.87   86.41   81.40   75.59   68.67   60.34   50.97   42.08    5.00    0.00    0.00    0.00    0.00   23.00    5.00    0.00    0.00   28.60   28.79   29.35    5.00    5.00    5.00    5.00   35.65   33.52   32.67   33.65   32.57   31.05   28.28   24.87    0.00    0.00    0.00    0.00    5.00    5.00   36.95   37.06   40.19   43.55   46.37   48.99   51.42   53.30   54.45   55.02   55.26   55.29   55.14   54.66   53.71   52.31   50.81   49.37   48.04   47.10   45.97   44.31   42.53   41.26   40.96   41.69   43.17   45.26   47.77   49.95   51.36   52.06   52.25   52.12   51.83   51.61   51.61
  150.00  150.00  150.00  150.00  150.00  150.00  149.99  149.97  149.90  149.74  149.35  148.45  146.91  144.86  142.45  140.34  139.10  138.49  137.83  136.70  135.13  133.03  130.08  126.01  120.86  115.06  109.18  103.96   99.31   94.41   88.53   81.17   72.58   63.71   55.48   48.16   43.27   36.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00   26.38   25.60    5.00    5.00    5.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00   30.36   34.35   39.01   42.66   45.51   47.93   49.83   51.14   52.07   52.71   53.04   53.08   52.79   52.19   50.97   49.66   48.31   47.03   46.09   45.12   43.85   42.49   41.36   40.58   40.30   40.78   42.29   44.75   47.22   48.96   49.98   50.48   50.62   50.56   50.47   50.47
  150.00  150.00  150.00  150.00  150.00  149.99  149.97  149.92  149.79  149.55  149.07  148.05  146.37  144.17  141.62  139.48  138.25  137.60  136.88  135.80  134.45  132.80  130.51  127.22  122.78  117.38  111.61  106.16  100.72   94.33   85.85   74.47   61.71   50.75   43.59   37.95    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00   25.42   29.64   34.94   39.25   42.37   44.77   46.44   47.51   48.37   49.09   49.51   49.64   49.50   49.42   47.85   46.70   45.81   44.93   44.22   43.45   42.51   41.63   40.88   40.11   39.45   39.36   40.29   42.32   44.67   46.52   47.82   48.67   49.16   49.37   49.44   49.44
  150.00  150.00  150.00  150.00  149.99  149.97  149.91  149.80  149.58  149.22  148.67  147.59  145.93  143.76  141.19  138.99  137.60  136.69  135.79  134.75  133.59  132.24  130.44  127.87  124.24  119.52  114.15  108.78  102.85   95.08   83.98   69.04   54.02   44.08    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00   22.68   26.29   31.46   36.05   39.14   41.44   42.75   43.21   43.42   43.69   43.91   44.28   44.22   45.66   41.80   40.58   40.70   40.93   41.04   40.71   40.02   39.44   39.06   38.50   37.93   37.78   38.47   40.14   42.28   44.16   45.72   46.98   47.84   48.33   48.54   48.54
  150.00  150.00  150.00  149.99  149.96  149.89  149.75  149.51  149.09  148.54  147.89  146.74  145.11  143.03  140.54  138.33  136.79  135.60  134.53  133.55  132.55  131.37  129.86  127.83  124.95  121.13  116.70  111.88  105.84   97.03   83.94   67.09   53.19    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00   24.99   29.17   33.49   35.37   37.19   37.94   37.45   36.50   36.01   36.14   38.45   37.99    5.00   33.21   31.82   33.41   35.27   36.75   37.10   36.52   35.92   35.65   35.33   35.08   35.21   36.01   37.59   39.66   41.72   43.69   45.41   46.63   47.32   47.62   47.62
  150.00  150.00  149.99  149.96  149.87  149.68  149.37  148.90  148.19  147.37  146.51  145.21  143.52  141.48  139.10  136.97  135.50  134.28  133.22  132.33  131.39  130.22  128.81  127.06  124.66  121.59  118.25  114.49  108.97   99.75   85.42   67.40   52.90    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00   31.93   33.13   33.31   31.88   29.86   28.68   28.18    5.00    0.00    0.00    0.00   24.73   27.30   29.87   32.31   33.23   32.74   32.02   31.67   31.56   31.69   32.10   32.99   34.50   36.55   38.96   41.57   43.86   45.39   46.22   46.57   46.57
  149.98  149.98  149.96  149.88  149.67  149.27  148.66  147.91  146.89  145.78  144.66  143.11  141.22  139.05  136.63  134.55  133.26  132.28  131.52  130.86  129.95  128.71  127.31  125.72  123.60  120.94  118.34  115.74  111.42  102.89   88.59   70.14   52.46   39.88    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00    5.00   27.73   29.47   30.15   29.59   28.88   28.53   28.61   29.03   29.56   30.34   31.59   33.53   36.26   39.51   42.32   44.12   45.05   45.43   45.43
  149.93  149.93  149.85  149.65  149.22  148.48  147.51  146.47  145.32  144.10  142.74  140.92  138.68  136.18  133.55  131.41  130.26  129.64  129.34  129.01  128.18  126.91  125.55  124.11  122.20  119.77  117.59  115.83  112.88  106.17   93.93   77.39   59.89   46.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00    5.00   27.63   28.16   27.79   26.94   26.38   26.22   26.54   27.24   27.93   28.63   29.63   31.33   34.11   37.67   40.78   42.78   43.83   44.28   44.28
  149.74  149.74  149.55  149.08  148.20  146.90  145.40  144.05  142.97  141.91  140.57  138.65  136.14  133.34  130.56  128.48  127.49  127.15  127.12  126.93  126.13  124.90  123.61  122.32  120.64  118.51  116.62  115.29  113.39  108.89  100.14   87.24   71.65   58.57    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    8.03    8.13    5.00    0.00    0.00    0.00    0.00    0.00    0.00   25.30   27.38   27.74   26.71   25.15   24.08   23.76   23.92   24.61   25.74   26.78   27.64   28.55   30.04   32.60   36.06   39.19   41.29   42.48   43.03   43.03
  149.22  149.22  148.82  147.90  146.35  144.27  142.05  140.33  139.34  138.62  137.57  135.88  133.47  130.71  128.09  126.27  125.45  125.16  125.00  124.64  123.83  122.72  121.57  120.40  118.84  116.95  115.29  114.11  112.73  109.95  104.59   96.03   83.98   70.60   61.30   52.34   47.72    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    8.88    8.96    5.00    0.00    0.00    0.00    0.00    0.00   24.35   26.07   27.58   26.77   24.34   22.22   21.22   21.17   21.68   22.77   24.31   25.71   26.80   27.76   29.12   31.37   34.52   37.55   39.72   41.06   41.74   41.74
  148.13  148.13  147.48  146.10  143.94  141.15  138.27  136.12  135.05  134.59  133.91  132.64  130.60  128.09  125.71  124.12  123.34  122.85  122.38  121.81  121.03  120.14  119.23  118.20  116.72  114.97  113.46  112.33  111.07  109.15  106.05  101.20   93.82   84.29   75.23   67.82   64.10   65.85   59.42   52.95    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00    8.36    9.77   11.17   11.73    5.00    5.00   10.45   10.44    5.00    0.00    5.00    5.00   17.38   20.73   24.45   26.73   26.88   24.61   21.55   19.61   18.55   18.63   19.48   20.95   22.80   24.48   25.71   26.63   27.90   30.04   32.99   35.95   38.16   39.54   40.27   40.27
  146.38  146.38  145.62  144.05  141.66  138.67  135.55  133.06  131.68  131.09  130.46  129.38  127.53  125.05  122.72  121.18  120.32  119.71  119.20  118.62  117.90  117.14  116.46  115.62  114.28  112.67  111.26  110.07  108.72  107.07  105.05  102.31   98.21   92.60   86.57   81.19   77.15   73.97   68.13   62.90   61.80   55.57   48.50   43.52    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00    8.39    9.81   11.28   12.06   12.59   12.71   12.19   12.27   13.17   14.13   15.54   17.26   19.14   22.54   25.85   27.25   25.61   22.02   18.79   17.62   15.85   16.01   17.21   19.01   21.14   23.02   24.21   24.63   25.85   28.51   31.60   34.40   36.50   37.74   38.39   38.39
  144.21  144.21  143.50  142.09  139.92  137.24  134.34  131.74  129.90  128.69  127.51  126.11  124.07  121.42  119.08  117.59  116.78  116.37  116.18  115.82  115.08  114.24  113.56  112.84  111.72  110.34  108.97  107.62  106.09  104.43  102.80  100.95   98.42   95.00   91.12   87.30   83.75   80.16   75.74   71.34   67.39   61.36   54.92   49.88   48.26   44.46   40.11   36.18   32.78   29.77   27.13   25.17    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00    5.00    5.00    5.00   12.44   12.96   13.44   13.74   14.27   15.12   16.17   17.65   19.64   22.23   25.41   28.01   28.34   24.74   20.01   16.55    5.00   12.92   13.79   15.41   17.48   19.79   21.77   22.58   21.18   22.24   26.91   30.44   32.76   34.55   35.36   35.81   35.81
  141.79  141.79  141.25  140.10  138.30  136.06  133.54  130.96  128.76  126.73  124.62  122.63  120.43  117.87  115.73  114.42  113.76  113.61  113.73  113.47  112.58  111.53  110.75  110.11  109.25  108.16  106.86  105.38  103.68  101.92  100.30   98.68   96.76   94.30   91.45   88.50   85.56   82.49   79.20   75.71   71.72   66.50   60.66   55.03   50.58   46.06   41.87   38.36   35.51   33.13   31.02   29.15   28.22   26.11    5.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00    5.00    5.00    5.00   13.22   14.02   14.95   15.82   16.79   17.87   19.06   20.67   22.98   25.95   28.82   30.71   30.99    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   16.08   16.33    5.00    5.00   31.62   32.68   32.08   31.92   31.92
  139.06  139.06  138.73  137.84  136.35  134.40  132.11  129.65  127.23  124.45  121.44  118.97  116.90  114.79  113.09  112.03  111.49  111.43  111.59  111.24  110.17  108.97  108.11  107.55  106.96  106.09  104.89  103.39  101.60   99.71   97.94   96.26   94.47   92.38   89.95   87.47   85.02   82.43   79.72   76.81   73.27   68.73   63.38   57.68   52.47   47.80   43.85   40.67   38.24   36.38   34.84   33.34   31.86   30.33   30.69   28.60   25.10   22.38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00    5.00   14.31   14.75   15.19   16.28   17.45   18.52   19.60   20.68   21.87   23.57   26.12   29.23   31.69   32.51   31.66    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00   28.15   26.68   26.68
  135.81  135.81  135.72  135.07  133.79  132.05  130.03  127.89  125.49  122.16  118.53  115.83  114.02  112.46  111.18  110.25  109.65  109.47  109.47  108.97  107.79  106.50  105.56  105.03  104.58  103.91  102.85  101.44   99.66   97.67   95.78   93.99   92.19   90.20   87.95   85.75   83.69   81.45   79.00   76.32   73.06   68.89   63.92   58.52   53.45   49.03   45.35   42.37   40.11   38.46   37.24   36.21   35.09   33.79   32.78   30.79   28.00   25.55   24.65   23.27   22.64   22.92   23.63   24.36   24.75   24.96   24.53   23.81    5.00    5.00   18.41   18.40   18.87   19.76   20.73   21.62   22.47   23.33   24.35   25.99   28.52   31.39   33.33   33.11   30.34   26.19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00   21.80   21.80
  132.48  132.48  132.56  132.08  130.94  129.45  127.82  126.12  123.88  120.35  116.51  113.79  112.17  110.97  109.86  108.83  107.97  107.49  107.21  106.54  105.29  103.92  102.91  102.31  101.83  101.26  100.40   99.16   97.49   95.55   93.73   92.00   90.24   88.32   86.18   84.13   82.29   80.36   78.13   75.55   72.36   68.28   63.49   58.42   53.71   49.63   46.19   43.40   41.27   39.70   38.60   37.85   37.11   36.04   34.74   33.03   30.94   28.86   27.25   26.01   25.63   25.96   26.53   27.16   27.79   28.53   29.01   29.47   31.35   29.47   24.96   23.47   23.29   23.68   24.24   24.77   25.26   25.78   26.54   27.98   30.20   32.57   34.15   33.78   30.86   26.43   22.69    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00    5.00
  129.36  129.36  129.55  129.29  128.37  127.13  125.77  124.32  122.17  118.78  115.14  112.46  110.85  109.76  108.65  107.44  106.25  105.37  104.74  103.90  102.64  101.36  100.38   99.59   98.82   98.12   97.32   96.26   94.80   93.11   91.52   90.02   88.45   86.70   84.73   82.83   81.15   79.49   77.54   75.02   71.66   67.36   62.51   57.66   53.32   49.57   46.40   43.84   41.87   40.37   39.31   38.68   38.16   37.30   35.99   34.44   32.78   31.10   29.67   28.76   28.62   29.00   29.47   29.97   30.69   31.77   32.80   33.31   33.12   31.21   28.72   27.40   27.01   27.11   27.39   27.65   27.89   28.17   28.73   29.88   31.59   33.32   34.56   34.49   32.43   28.80   24.68   21.29   18.40    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
  126.00  126.00  126.31  126.39  125.86  124.86  123.55  122.07  119.99  117.01  113.81  111.25  109.59  108.50  107.38  106.02  104.58  103.37  102.43  101.47  100.33   99.30   98.43   97.44   96.27   95.25   94.34   93.31   91.99   90.52   89.17   87.90   86.57   85.03   83.33   81.65   80.13   78.69   76.96   74.39   70.65   65.95   60.98   56.30   52.31   48.93   46.08   43.81   42.05   40.70   39.76   39.26   38.83   37.99   36.61   35.04   33.50   32.10   30.97   30.28   30.21   30.56   30.99   31.44   32.19   33.35   34.47   34.85   34.12   32.43   30.79   29.83   29.51   29.55   29.75   29.95   30.16   30.45   30.98   31.91   33.10   34.16   34.92   35.02   33.92   31.52   28.10   24.33   20.81   18.22   15.65    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
  121.70  121.70  122.18  122.71  122.69  121.99  120.74  119.24  117.38  115.00  112.35  110.00  108.33  107.19  106.01  104.56  103.01  101.62  100.48   99.47   98.54   97.84   97.15   96.14   94.77   93.45   92.32   91.15   89.75   88.28   86.96   85.76   84.54   83.19   81.72   80.25   78.83   77.46   75.73   72.94   68.77   63.78   58.72   54.15   50.49   47.58   45.20   43.32   41.84   40.72   40.04   39.66   39.17   38.16   36.58   34.87   33.36   32.19   31.36   30.83   30.74   31.01   31.46   32.05   32.95   34.12   35.12   35.31   34.49   33.09   31.89   31.20   30.98   31.06   31.31   31.59   31.91   32.31   32.87   33.65   34.48   35.07   35.45   35.52   35.00   33.63   31.23   28.10   24.90   21.82   18.84   17.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
  116.54  116.54  117.21  118.23  118.81  118.55  117.55  116.25  114.80  113.01  110.87  108.75  107.08  105.84  104.58  103.11  101.54   99.97   98.45   97.19   96.39   95.99   95.62   94.89   93.69   92.32   91.07   89.75   88.22   86.63   85.22   83.97   82.71   81.37   79.96   78.53   77.08   75.60   73.62   70.41   65.85   60.67   55.44   50.72   47.28   44.98   43.32   41.99   40.89   40.09   39.64   39.28   38.58   37.35   35.66   33.90   32.47   31.56   31.02   30.64   30.53   30.73   31.23   31.99   33.04   34.21   35.08   35.19   34.48   33.40   32.52   32.03   31.90   31.99   32.27   32.63   33.05   33.50   34.04   34.70   35.36   35.80   36.08   36.23   36.05   35.28   33.69   31.44   29.09   26.60   23.74   21.12   19.86    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
  111.51  111.51  112.27  113.65  114.73  114.90  114.21  113.20  112.20  110.92  109.20  107.32  105.66  104.29  102.97  101.52   99.83   97.67   95.06   93.01   92.21   92.32   92.72   92.78   92.12   90.98   89.76   88.43   86.91   85.33   83.98   82.80   81.47   79.93   78.29   76.63   74.90   73.13   70.71   66.89   61.83   56.23   50.48   45.25   41.90   40.33   39.66   39.16   38.65   38.23   37.93   37.53   36.74   35.50   33.93   32.37   31.18   30.53   30.17   29.87   29.77   29.91   30.33   31.08   32.13   33.28   34.16   34.40   33.97   33.26   32.72   32.45   32.40   32.51   32.79   33.18   33.64   34.07   34.51   35.07   35.68   36.19   36.66   37.03   37.08   36.65   35.62   34.15   32.65   31.02   28.86   26.29   24.18    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
